Order ID,Customer ID,Warehouse ID,Customer Age,Customer Gender,Date,Recency,Order Gap
4248,CUST001,WH003,24,Female,2023-03-17,817,0.0
2488,CUST001,WH005,24,Female,2023-04-06,797,20.0
2488,CUST001,WH005,24,Female,2023-04-06,797,0.0
8831,CUST001,WH002,24,Female,2023-05-06,767,30.0
5512,CUST001,WH003,24,Female,2023-05-11,762,5.0
5512,CUST001,WH003,24,Female,2023-05-11,762,0.0
6401,CUST001,WH005,24,Female,2023-05-13,760,2.0
6401,CUST001,WH005,24,Female,2023-05-13,760,0.0
4060,CUST001,WH001,24,Female,2023-06-18,724,36.0
4060,CUST001,WH001,24,Female,2023-06-18,724,0.0
222,CUST001,WH004,24,Female,2023-09-01,649,75.0
222,CUST001,WH004,24,Female,2023-09-01,649,0.0
2558,CUST001,WH002,24,Female,2023-10-15,605,44.0
2558,CUST001,WH002,24,Female,2023-10-15,605,0.0
3672,CUST002,WH001,35,Female,2023-02-19,843,0.0
6428,CUST002,WH003,35,Female,2023-03-12,822,21.0
635,CUST002,WH005,35,Female,2023-03-17,817,5.0
635,CUST002,WH005,35,Female,2023-03-17,817,0.0
2165,CUST002,WH002,35,Female,2023-05-18,755,62.0
2165,CUST002,WH002,35,Female,2023-05-18,755,0.0
9624,CUST002,WH002,35,Female,2023-06-24,718,37.0
9624,CUST002,WH002,35,Female,2023-06-24,718,0.0
6023,CUST002,WH003,35,Female,2023-08-11,670,48.0
6023,CUST002,WH003,35,Female,2023-08-11,670,0.0
8577,CUST002,WH003,35,Female,2023-08-20,661,9.0
8577,CUST002,WH003,35,Female,2023-08-20,661,0.0
6919,CUST002,WH002,35,Female,2023-08-26,655,6.0
8080,CUST002,WH003,35,Female,2023-09-27,623,32.0
8080,CUST002,WH003,35,Female,2023-09-27,623,0.0
378,CUST002,WH003,35,Female,2023-11-11,578,45.0
378,CUST002,WH003,35,Female,2023-11-11,578,0.0
7771,CUST003,WH004,26,Male,2023-03-30,804,0.0
9992,CUST003,WH002,26,Male,2023-06-07,735,69.0
9992,CUST003,WH002,26,Male,2023-06-07,735,0.0
1392,CUST003,WH005,26,Male,2023-06-17,725,10.0
1392,CUST003,WH005,26,Male,2023-06-17,725,0.0
6573,CUST003,WH004,26,Male,2023-07-05,707,18.0
6573,CUST003,WH004,26,Male,2023-07-05,707,0.0
2938,CUST003,WH002,26,Male,2023-07-23,689,18.0
2938,CUST003,WH002,26,Male,2023-07-23,689,0.0
8763,CUST003,WH005,26,Male,2023-08-02,679,10.0
8763,CUST003,WH005,26,Male,2023-08-02,679,0.0
2970,CUST003,WH002,26,Male,2023-08-27,654,25.0
7678,CUST003,WH002,26,Male,2023-11-09,580,74.0
7678,CUST003,WH002,26,Male,2023-11-09,580,0.0
8572,CUST004,WH003,25,Male,2023-02-06,856,0.0
4910,CUST004,WH003,25,Male,2023-08-15,666,190.0
4910,CUST004,WH003,25,Male,2023-08-15,666,0.0
5197,CUST004,WH001,25,Male,2023-11-18,571,95.0
5197,CUST004,WH001,25,Male,2023-11-18,571,0.0
6185,CUST005,WH003,29,Female,2023-01-14,879,0.0
6327,CUST005,WH002,29,Female,2023-04-20,783,96.0
6327,CUST005,WH002,29,Female,2023-04-20,783,0.0
1938,CUST005,WH003,29,Female,2023-06-23,719,64.0
1938,CUST005,WH003,29,Female,2023-06-23,719,0.0
3274,CUST005,WH005,29,Female,2023-06-27,715,4.0
3274,CUST005,WH005,29,Female,2023-06-27,715,0.0
7834,CUST005,WH004,29,Female,2023-09-10,640,75.0
7834,CUST005,WH004,29,Female,2023-09-10,640,0.0
9814,CUST006,WH003,50,Female,2023-03-17,817,0.0
8997,CUST006,WH001,50,Female,2023-09-20,630,187.0
8997,CUST006,WH001,50,Female,2023-09-20,630,0.0
7412,CUST006,WH001,50,Female,2023-09-21,629,1.0
7412,CUST006,WH001,50,Female,2023-09-21,629,0.0
8264,CUST007,WH004,33,Male,2023-03-29,805,0.0
5069,CUST007,WH002,33,Male,2023-04-16,787,18.0
5069,CUST007,WH002,33,Male,2023-04-16,787,0.0
8551,CUST007,WH002,33,Male,2023-06-16,726,61.0
8551,CUST007,WH002,33,Male,2023-06-16,726,0.0
655,CUST007,WH003,33,Male,2023-07-21,691,35.0
655,CUST007,WH003,33,Male,2023-07-21,691,0.0
6387,CUST007,WH005,33,Male,2023-09-16,634,57.0
6387,CUST007,WH005,33,Male,2023-09-16,634,0.0
8206,CUST007,WH001,33,Male,2023-09-16,634,0.0
8306,CUST008,WH005,46,Female,2023-01-22,871,0.0
331,CUST008,WH001,46,Female,2023-06-19,723,148.0
331,CUST008,WH001,46,Female,2023-06-19,723,0.0
1757,CUST008,WH003,46,Female,2023-07-04,708,15.0
1757,CUST008,WH003,46,Female,2023-07-04,708,0.0
962,CUST008,WH004,46,Female,2023-07-19,693,15.0
8743,CUST008,WH005,46,Female,2023-08-03,678,15.0
8743,CUST008,WH005,46,Female,2023-08-03,678,0.0
954,CUST008,WH001,46,Female,2023-08-20,661,17.0
954,CUST008,WH001,46,Female,2023-08-20,661,0.0
1653,CUST008,WH005,46,Female,2023-09-24,626,35.0
4023,CUST008,WH001,46,Female,2023-11-02,587,39.0
4023,CUST008,WH001,46,Female,2023-11-02,587,0.0
1243,CUST009,WH003,21,Male,2023-01-01,892,0.0
5974,CUST009,WH003,21,Male,2023-03-07,827,65.0
7304,CUST009,WH002,21,Male,2023-03-08,826,1.0
6230,CUST009,WH001,21,Male,2023-07-02,710,116.0
6230,CUST009,WH001,21,Male,2023-07-02,710,0.0
8084,CUST009,WH003,21,Male,2023-10-13,607,103.0
8084,CUST009,WH003,21,Male,2023-10-13,607,0.0
156,CUST010,WH002,54,Female,2023-02-14,848,0.0
2318,CUST010,WH004,54,Female,2023-04-24,779,69.0
2318,CUST010,WH004,54,Female,2023-04-24,779,0.0
1600,CUST010,WH002,54,Female,2023-07-28,684,95.0
1600,CUST010,WH002,54,Female,2023-07-28,684,0.0
8966,CUST010,WH002,54,Female,2023-10-29,591,93.0
8966,CUST010,WH002,54,Female,2023-10-29,591,0.0
8428,CUST011,WH001,28,Female,2023-02-15,847,0.0
3884,CUST011,WH005,28,Female,2023-06-16,726,121.0
3884,CUST011,WH005,28,Female,2023-06-16,726,0.0
3564,CUST011,WH002,28,Female,2023-07-12,700,26.0
3564,CUST011,WH002,28,Female,2023-07-12,700,0.0
1198,CUST011,WH005,28,Female,2023-10-29,591,109.0
1198,CUST011,WH005,28,Female,2023-10-29,591,0.0
3218,CUST011,WH005,28,Female,2023-12-08,551,40.0
5696,CUST012,WH002,47,Female,2023-08-27,654,0.0
5610,CUST012,WH001,47,Female,2023-08-30,651,3.0
5610,CUST012,WH001,47,Female,2023-08-30,651,0.0
2251,CUST013,WH003,29,Male,2023-02-17,845,0.0
2575,CUST013,WH002,29,Male,2023-02-22,840,5.0
2575,CUST013,WH002,29,Male,2023-02-22,840,0.0
4353,CUST013,WH005,29,Male,2023-05-22,751,89.0
4353,CUST013,WH005,29,Male,2023-05-22,751,0.0
2969,CUST013,WH004,29,Male,2023-09-26,624,127.0
2969,CUST013,WH004,29,Male,2023-09-26,624,0.0
9816,CUST014,WH003,42,Male,2023-05-21,752,0.0
8038,CUST014,WH004,42,Male,2023-09-15,635,117.0
8038,CUST014,WH004,42,Male,2023-09-15,635,0.0
3786,CUST014,WH002,42,Male,2023-12-05,554,81.0
3786,CUST014,WH002,42,Male,2023-12-05,554,0.0
2465,CUST014,WH004,42,Male,2023-12-09,550,4.0
2465,CUST014,WH004,42,Male,2023-12-09,550,0.0
1356,CUST015,WH004,53,Male,2023-02-07,855,0.0
8051,CUST015,WH004,53,Male,2023-02-23,839,16.0
8051,CUST015,WH004,53,Male,2023-02-23,839,0.0
8117,CUST015,WH002,53,Male,2023-05-28,745,94.0
8117,CUST015,WH002,53,Male,2023-05-28,745,0.0
7255,CUST015,WH003,53,Male,2023-07-06,706,39.0
7255,CUST015,WH003,53,Male,2023-07-06,706,0.0
7656,CUST015,WH005,53,Male,2023-07-08,704,2.0
7656,CUST015,WH005,53,Male,2023-07-08,704,0.0
5792,CUST015,WH002,53,Male,2023-08-15,666,38.0
5792,CUST015,WH002,53,Male,2023-08-15,666,0.0
4614,CUST015,WH004,53,Male,2023-09-08,642,24.0
6580,CUST015,WH005,53,Male,2023-11-30,559,83.0
6580,CUST015,WH005,53,Male,2023-11-30,559,0.0
7080,CUST016,WH004,56,Female,2023-05-11,762,0.0
105,CUST016,WH003,56,Female,2023-05-20,753,9.0
105,CUST016,WH003,56,Female,2023-05-20,753,0.0
7261,CUST016,WH005,56,Female,2023-07-09,703,50.0
7261,CUST016,WH005,56,Female,2023-07-09,703,0.0
5421,CUST016,WH004,56,Female,2023-10-10,610,93.0
7689,CUST017,WH004,22,Female,2023-03-04,830,0.0
9264,CUST017,WH001,22,Female,2023-03-08,826,4.0
9264,CUST017,WH001,22,Female,2023-03-08,826,0.0
5360,CUST017,WH005,22,Female,2023-04-05,798,28.0
5360,CUST017,WH005,22,Female,2023-04-05,798,0.0
8160,CUST017,WH004,22,Female,2023-06-13,729,69.0
8160,CUST017,WH004,22,Female,2023-06-13,729,0.0
767,CUST017,WH002,22,Female,2023-06-20,722,7.0
2851,CUST017,WH004,22,Female,2023-07-26,686,36.0
2851,CUST017,WH004,22,Female,2023-07-26,686,0.0
1701,CUST017,WH003,22,Female,2023-08-21,660,26.0
1701,CUST017,WH003,22,Female,2023-08-21,660,0.0
7160,CUST017,WH002,22,Female,2023-09-18,632,28.0
7160,CUST017,WH002,22,Female,2023-09-18,632,0.0
8008,CUST017,WH004,22,Female,2023-10-02,618,14.0
8008,CUST017,WH004,22,Female,2023-10-02,618,0.0
2699,CUST018,WH005,55,Female,2023-05-09,764,0.0
2478,CUST018,WH003,55,Female,2023-05-21,752,12.0
2478,CUST018,WH003,55,Female,2023-05-21,752,0.0
3349,CUST018,WH002,55,Female,2023-09-06,644,108.0
6622,CUST018,WH001,55,Female,2023-09-06,644,0.0
2698,CUST018,WH003,55,Female,2023-10-23,597,47.0
2698,CUST018,WH003,55,Female,2023-10-23,597,0.0
4274,CUST019,WH005,50,Male,2023-01-22,871,0.0
86,CUST019,WH001,50,Male,2023-07-09,703,168.0
86,CUST019,WH001,50,Male,2023-07-09,703,0.0
3804,CUST019,WH004,50,Male,2023-07-14,698,5.0
3804,CUST019,WH004,50,Male,2023-07-14,698,0.0
3622,CUST019,WH002,50,Male,2023-12-01,558,140.0
3622,CUST019,WH002,50,Male,2023-12-01,558,0.0
9719,CUST020,WH004,52,Female,2023-02-27,835,0.0
5825,CUST020,WH003,52,Female,2023-03-19,815,20.0
5825,CUST020,WH003,52,Female,2023-03-19,815,0.0
6267,CUST020,WH002,52,Female,2023-05-25,748,67.0
6267,CUST020,WH002,52,Female,2023-05-25,748,0.0
7101,CUST020,WH005,52,Female,2023-06-18,724,24.0
7101,CUST020,WH005,52,Female,2023-06-18,724,0.0
2667,CUST020,WH002,52,Female,2023-12-11,548,176.0
2667,CUST020,WH002,52,Female,2023-12-11,548,0.0
8606,CUST020,WH001,52,Female,2023-12-24,535,13.0
8606,CUST020,WH001,52,Female,2023-12-24,535,0.0
1890,CUST021,WH005,63,Female,2023-01-22,871,0.0
6795,CUST021,WH004,63,Female,2023-06-22,720,151.0
6795,CUST021,WH004,63,Female,2023-06-22,720,0.0
4856,CUST021,WH002,63,Female,2023-06-23,719,1.0
4856,CUST021,WH002,63,Female,2023-06-23,719,0.0
9414,CUST021,WH001,63,Female,2023-07-28,684,35.0
9414,CUST021,WH001,63,Female,2023-07-28,684,0.0
2719,CUST021,WH001,63,Female,2023-12-21,538,146.0
2719,CUST021,WH001,63,Female,2023-12-21,538,0.0
1772,CUST021,WH005,63,Female,2023-12-28,531,7.0
6692,CUST022,WH001,32,Female,2023-02-24,838,0.0
8559,CUST022,WH005,32,Female,2023-03-07,827,11.0
8559,CUST022,WH005,32,Female,2023-03-07,827,0.0
7031,CUST022,WH001,32,Female,2023-04-05,798,29.0
7031,CUST022,WH001,32,Female,2023-04-05,798,0.0
1267,CUST022,WH005,32,Female,2023-05-24,749,49.0
1267,CUST022,WH005,32,Female,2023-05-24,749,0.0
1165,CUST022,WH001,32,Female,2023-06-09,733,16.0
1165,CUST022,WH001,32,Female,2023-06-09,733,0.0
8742,CUST022,WH004,32,Female,2023-09-16,634,99.0
8742,CUST022,WH004,32,Female,2023-09-16,634,0.0
1506,CUST022,WH001,32,Female,2023-10-23,597,37.0
1506,CUST022,WH001,32,Female,2023-10-23,597,0.0
3023,CUST022,WH005,32,Female,2023-10-26,594,3.0
3023,CUST022,WH005,32,Female,2023-10-26,594,0.0
7942,CUST022,WH004,32,Female,2023-10-28,592,2.0
7942,CUST022,WH004,32,Female,2023-10-28,592,0.0
7631,CUST022,WH001,32,Female,2023-10-31,589,3.0
7631,CUST022,WH001,32,Female,2023-10-31,589,0.0
8555,CUST023,WH002,47,Female,2023-01-15,878,0.0
2261,CUST023,WH005,47,Female,2023-03-03,831,47.0
2261,CUST023,WH005,47,Female,2023-03-03,831,0.0
111,CUST023,WH004,47,Female,2023-04-05,798,33.0
111,CUST023,WH004,47,Female,2023-04-05,798,0.0
7187,CUST023,WH001,47,Female,2023-07-01,711,87.0
9502,CUST023,WH002,47,Female,2023-08-23,658,53.0
9502,CUST023,WH002,47,Female,2023-08-23,658,0.0
5380,CUST023,WH005,47,Female,2023-11-19,570,88.0
5380,CUST023,WH005,47,Female,2023-11-19,570,0.0
1737,CUST023,WH002,47,Female,2023-12-10,549,21.0
1737,CUST023,WH002,47,Female,2023-12-10,549,0.0
1253,CUST024,WH001,55,Male,2023-05-18,755,0.0
7988,CUST024,WH003,55,Male,2023-06-28,714,41.0
7988,CUST024,WH003,55,Male,2023-06-28,714,0.0
2047,CUST024,WH004,55,Male,2023-08-10,671,43.0
1457,CUST024,WH003,55,Male,2023-09-24,626,45.0
1457,CUST024,WH003,55,Male,2023-09-24,626,0.0
9858,CUST024,WH002,55,Male,2023-12-11,548,78.0
9858,CUST024,WH002,55,Male,2023-12-11,548,0.0
765,CUST024,WH001,55,Male,2023-12-17,542,6.0
765,CUST024,WH001,55,Male,2023-12-17,542,0.0
9656,CUST025,WH005,64,Male,2023-01-16,877,0.0
7122,CUST025,WH002,64,Male,2023-08-26,655,222.0
7122,CUST025,WH002,64,Male,2023-08-26,655,0.0
633,CUST025,WH003,64,Male,2023-08-30,651,4.0
633,CUST025,WH003,64,Male,2023-08-30,651,0.0
2322,CUST025,WH001,64,Male,2023-10-09,611,40.0
2322,CUST025,WH001,64,Male,2023-10-09,611,0.0
323,CUST026,WH005,28,Male,2023-01-06,887,0.0
689,CUST026,WH003,28,Male,2023-01-10,883,4.0
9783,CUST026,WH005,28,Male,2023-02-09,853,30.0
9783,CUST026,WH005,28,Male,2023-02-09,853,0.0
9839,CUST026,WH004,28,Male,2023-02-09,853,0.0
8558,CUST026,WH005,28,Male,2023-02-10,852,1.0
8558,CUST026,WH005,28,Male,2023-02-10,852,0.0
182,CUST026,WH002,28,Male,2023-07-19,693,159.0
182,CUST026,WH002,28,Male,2023-07-19,693,0.0
6690,CUST026,WH001,28,Male,2023-09-06,644,49.0
6690,CUST026,WH001,28,Male,2023-09-06,644,0.0
9501,CUST026,WH005,28,Male,2023-09-13,637,7.0
9501,CUST026,WH005,28,Male,2023-09-13,637,0.0
6851,CUST026,WH002,28,Male,2023-09-23,627,10.0
6851,CUST026,WH002,28,Male,2023-09-23,627,0.0
3132,CUST026,WH001,28,Male,2023-10-31,589,38.0
3132,CUST026,WH001,28,Male,2023-10-31,589,0.0
8436,CUST026,WH002,28,Male,2023-11-09,580,9.0
8436,CUST026,WH002,28,Male,2023-11-09,580,0.0
2588,CUST027,WH002,20,Female,2023-01-10,883,0.0
6305,CUST027,WH001,20,Female,2023-04-12,791,92.0
6305,CUST027,WH001,20,Female,2023-04-12,791,0.0
5776,CUST027,WH004,20,Female,2023-05-22,751,40.0
5776,CUST027,WH004,20,Female,2023-05-22,751,0.0
4602,CUST027,WH005,20,Female,2023-08-24,657,94.0
4602,CUST027,WH005,20,Female,2023-08-24,657,0.0
9167,CUST028,WH002,57,Male,2023-03-09,825,0.0
5676,CUST028,WH005,57,Male,2023-03-24,810,15.0
5676,CUST028,WH005,57,Male,2023-03-24,810,0.0
3532,CUST028,WH003,57,Male,2023-10-31,589,221.0
2992,CUST028,WH003,57,Male,2023-12-21,538,51.0
2992,CUST028,WH003,57,Male,2023-12-21,538,0.0
1418,CUST029,WH005,64,Female,2023-03-21,813,0.0
3389,CUST029,WH003,64,Female,2023-05-23,750,63.0
3389,CUST029,WH003,64,Female,2023-05-23,750,0.0
6806,CUST029,WH001,64,Female,2023-06-03,739,11.0
6806,CUST029,WH001,64,Female,2023-06-03,739,0.0
5733,CUST029,WH002,64,Female,2023-10-03,617,122.0
5733,CUST029,WH002,64,Female,2023-10-03,617,0.0
2715,CUST030,WH005,44,Female,2023-01-15,878,0.0
2670,CUST030,WH002,44,Female,2023-02-08,854,24.0
2670,CUST030,WH002,44,Female,2023-02-08,854,0.0
3052,CUST030,WH003,44,Female,2023-03-02,832,22.0
3052,CUST030,WH003,44,Female,2023-03-02,832,0.0
6901,CUST030,WH005,44,Female,2023-03-05,829,3.0
6901,CUST030,WH005,44,Female,2023-03-05,829,0.0
1794,CUST030,WH004,44,Female,2023-04-26,777,52.0
1794,CUST030,WH004,44,Female,2023-04-26,777,0.0
3733,CUST030,WH004,44,Female,2023-04-30,773,4.0
3733,CUST030,WH004,44,Female,2023-04-30,773,0.0
5697,CUST030,WH004,44,Female,2023-08-06,675,98.0
5697,CUST030,WH004,44,Female,2023-08-06,675,0.0
5764,CUST031,WH002,20,Male,2023-01-15,878,0.0
7586,CUST031,WH005,20,Male,2023-01-17,876,2.0
7586,CUST031,WH005,20,Male,2023-01-17,876,0.0
5159,CUST031,WH002,20,Male,2023-04-08,795,81.0
5159,CUST031,WH002,20,Male,2023-04-08,795,0.0
3700,CUST031,WH002,20,Male,2023-05-28,745,50.0
3700,CUST031,WH002,20,Male,2023-05-28,745,0.0
3083,CUST031,WH005,20,Male,2023-10-04,616,129.0
3201,CUST031,WH001,20,Male,2023-11-02,587,29.0
3201,CUST031,WH001,20,Male,2023-11-02,587,0.0
3559,CUST032,WH003,55,Female,2023-02-24,838,0.0
4949,CUST032,WH005,55,Female,2023-03-05,829,9.0
4949,CUST032,WH005,55,Female,2023-03-05,829,0.0
8939,CUST032,WH005,55,Female,2023-05-03,770,59.0
8939,CUST032,WH005,55,Female,2023-05-03,770,0.0
6976,CUST032,WH005,55,Female,2023-05-29,744,26.0
6976,CUST032,WH005,55,Female,2023-05-29,744,0.0
8205,CUST032,WH003,55,Female,2023-09-26,624,120.0
8205,CUST032,WH003,55,Female,2023-09-26,624,0.0
434,CUST032,WH005,55,Female,2023-10-12,608,16.0
434,CUST032,WH005,55,Female,2023-10-12,608,0.0
1972,CUST033,WH001,47,Female,2023-03-30,804,0.0
7649,CUST033,WH004,47,Female,2023-03-31,803,1.0
7649,CUST033,WH004,47,Female,2023-03-31,803,0.0
787,CUST033,WH003,47,Female,2023-05-27,746,57.0
787,CUST033,WH003,47,Female,2023-05-27,746,0.0
7451,CUST033,WH001,47,Female,2023-08-03,678,68.0
7451,CUST033,WH001,47,Female,2023-08-03,678,0.0
9874,CUST033,WH002,47,Female,2023-09-05,645,33.0
9874,CUST033,WH002,47,Female,2023-09-05,645,0.0
3572,CUST033,WH003,47,Female,2023-12-20,539,106.0
3572,CUST033,WH003,47,Female,2023-12-20,539,0.0
2046,CUST034,WH003,28,Male,2023-02-21,841,0.0
3568,CUST034,WH004,28,Male,2023-03-25,809,32.0
8173,CUST034,WH005,28,Male,2023-08-01,680,129.0
8173,CUST034,WH005,28,Male,2023-08-01,680,0.0
6568,CUST034,WH001,28,Male,2023-08-08,673,7.0
6568,CUST034,WH001,28,Male,2023-08-08,673,0.0
4838,CUST034,WH003,28,Male,2023-12-17,542,131.0
8880,CUST035,WH005,44,Female,2023-01-07,886,0.0
760,CUST035,WH004,44,Female,2023-02-12,850,36.0
760,CUST035,WH004,44,Female,2023-02-12,850,0.0
9733,CUST035,WH001,44,Female,2023-03-07,827,23.0
9733,CUST035,WH001,44,Female,2023-03-07,827,0.0
7246,CUST035,WH002,44,Female,2023-05-16,757,70.0
7246,CUST035,WH002,44,Female,2023-05-16,757,0.0
4421,CUST035,WH001,44,Female,2023-08-22,659,98.0
4421,CUST035,WH001,44,Female,2023-08-22,659,0.0
9790,CUST035,WH005,44,Female,2023-09-27,623,36.0
9790,CUST035,WH005,44,Female,2023-09-27,623,0.0
3069,CUST035,WH003,44,Female,2023-10-04,616,7.0
3069,CUST035,WH003,44,Female,2023-10-04,616,0.0
4020,CUST035,WH001,44,Female,2023-10-26,594,22.0
